"Date","Product_Category","Product_Name","Product_Cost","Product_Price","Items_Sold"
"2018-05-03","Toys","Animal Figures",9.99,12.99,100
"2018-05-03","Toys","Dino Egg",9.99,10.99,154
"2018-05-03","Toys","Dinosaur Figures",10.99,14.99,7
"2018-05-03","Toys","Hot Wheels 5-Pack",3.99,5.99,31
"2018-05-03","Toys","Lego Bricks",34.99,39.99,42
"2018-05-03","Toys","Mr. Potatohead",4.99,9.99,24
"2018-05-03","Toys","Plush Pony",8.99,19.99,14
"2018-05-03","Toys","Teddy Bear",10.99,12.99,12
"2018-05-04","Art & Crafts","Barrel O' Slime",1.99,3.99,265
"2018-05-04","Art & Crafts","Etch A Sketch",10.99,20.99,70
"2018-05-04","Art & Crafts","Kids Makeup Kit",13.99,19.99,56
"2018-05-04","Art & Crafts","Magic Sand",13.99,15.99,189
"2018-05-04","Art & Crafts","PlayDoh Can",1.99,2.99,201
"2018-05-04","Art & Crafts","PlayDoh Playset",20.99,24.99,12
"2018-05-04","Art & Crafts","PlayDoh Toolkit",3.99,4.99,48
"2018-05-04","Electronics","Colorbuds",6.99,14.99,219
"2018-05-04","Electronics","Gamer Headphones",14.99,20.99,54
"2018-05-04","Electronics","Toy Robot",20.99,25.99,12
"2018-05-04","Games","Chutes & Ladders",9.99,12.99,1
"2018-05-04","Games","Deck Of Cards",3.99,6.99,123
"2018-05-04","Games","Glass Marbles",5.99,10.99,105
"2018-05-04","Games","Jenga",2.99,9.99,63
"2018-05-04","Games","Monopoly",13.99,19.99,10
"2018-05-04","Games","Rubik's Cube",17.99,19.99,88
"2018-05-04","Games","Uno Card Game",3.99,7.99,15
"2018-05-04","Sports & Outdoors","Dart Gun",11.99,15.99,91
"2018-05-04","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,68
"2018-05-04","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,71
"2018-05-04","Sports & Outdoors","Nerf Gun",14.99,19.99,93
"2018-05-04","Sports & Outdoors","Splash Balls",7.99,8.99,78
"2018-05-04","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,22
"2018-05-04","Toys","Action Figure",9.99,15.99,110
"2018-05-04","Toys","Animal Figures",9.99,12.99,20
"2018-05-04","Toys","Dino Egg",9.99,10.99,42
"2018-05-04","Toys","Dinosaur Figures",10.99,14.99,50
"2018-05-04","Toys","Hot Wheels 5-Pack",3.99,5.99,147
"2018-05-04","Toys","Lego Bricks",34.99,39.99,106
"2018-05-04","Toys","Mr. Potatohead",4.99,9.99,27
"2018-05-04","Toys","Plush Pony",8.99,19.99,19
"2018-05-04","Toys","Teddy Bear",10.99,12.99,20
"2018-05-05","Art & Crafts","Barrel O' Slime",1.99,3.99,407
"2018-05-05","Art & Crafts","Etch A Sketch",10.99,20.99,13
"2018-05-05","Art & Crafts","Kids Makeup Kit",13.99,19.99,46
"2018-05-05","Art & Crafts","Magic Sand",13.99,15.99,159
"2018-05-05","Art & Crafts","PlayDoh Can",1.99,2.99,291
"2018-05-05","Art & Crafts","PlayDoh Toolkit",3.99,4.99,34
"2018-05-05","Electronics","Colorbuds",6.99,14.99,131
"2018-05-05","Electronics","Gamer Headphones",14.99,20.99,33
"2018-05-05","Electronics","Toy Robot",20.99,25.99,27
"2018-05-05","Games","Deck Of Cards",3.99,6.99,153
"2018-05-05","Games","Glass Marbles",5.99,10.99,47
"2018-05-05","Games","Jenga",2.99,9.99,41
"2018-05-05","Games","Rubik's Cube",17.99,19.99,81
"2018-05-05","Sports & Outdoors","Dart Gun",11.99,15.99,45
"2018-05-05","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,41
"2018-05-05","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,95
"2018-05-05","Sports & Outdoors","Nerf Gun",14.99,19.99,76
"2018-05-05","Sports & Outdoors","Splash Balls",7.99,8.99,148
"2018-05-05","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,39
"2018-05-05","Toys","Action Figure",9.99,15.99,147
"2018-05-05","Toys","Animal Figures",9.99,12.99,42
"2018-05-05","Toys","Dino Egg",9.99,10.99,80
"2018-05-05","Toys","Dinosaur Figures",10.99,14.99,25
"2018-05-05","Toys","Hot Wheels 5-Pack",3.99,5.99,67
"2018-05-05","Toys","Lego Bricks",34.99,39.99,90
"2018-05-05","Toys","Mr. Potatohead",4.99,9.99,37
"2018-05-05","Toys","Plush Pony",8.99,19.99,31
"2018-05-06","Art & Crafts","Barrel O' Slime",1.99,3.99,402
"2018-05-06","Art & Crafts","Etch A Sketch",10.99,20.99,51
"2018-05-06","Art & Crafts","Kids Makeup Kit",13.99,19.99,50
"2018-05-06","Art & Crafts","Magic Sand",13.99,15.99,333
"2018-05-06","Art & Crafts","PlayDoh Can",1.99,2.99,362
"2018-05-06","Art & Crafts","PlayDoh Playset",20.99,24.99,6
"2018-05-06","Art & Crafts","PlayDoh Toolkit",3.99,4.99,12
"2018-05-06","Electronics","Colorbuds",6.99,14.99,107
"2018-05-06","Electronics","Gamer Headphones",14.99,20.99,28
"2018-05-06","Games","Chutes & Ladders",9.99,12.99,7
"2018-05-06","Games","Classic Dominoes",7.99,9.99,10
"2018-05-06","Games","Deck Of Cards",3.99,6.99,291
"2018-05-06","Games","Glass Marbles",5.99,10.99,53
"2018-05-06","Games","Jenga",2.99,9.99,8
"2018-05-06","Games","Rubik's Cube",17.99,19.99,128
"2018-05-06","Games","Uno Card Game",3.99,7.99,11
"2018-05-06","Sports & Outdoors","Dart Gun",11.99,15.99,57
"2018-05-06","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,41
"2018-05-06","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,39
"2018-05-06","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,108
"2018-05-06","Sports & Outdoors","Nerf Gun",14.99,19.99,37
"2018-05-06","Sports & Outdoors","Splash Balls",7.99,8.99,115
"2018-05-06","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,38
"2018-05-06","Toys","Action Figure",9.99,15.99,129
"2018-05-06","Toys","Animal Figures",9.99,12.99,44
"2018-05-06","Toys","Dino Egg",9.99,10.99,132
"2018-05-06","Toys","Dinosaur Figures",10.99,14.99,89
"2018-05-06","Toys","Hot Wheels 5-Pack",3.99,5.99,87
"2018-05-06","Toys","Lego Bricks",34.99,39.99,195
"2018-05-06","Toys","Mr. Potatohead",4.99,9.99,9
"2018-05-06","Toys","Plush Pony",8.99,19.99,19
"2018-05-06","Toys","Teddy Bear",10.99,12.99,43
"2018-05-07","Art & Crafts","Barrel O' Slime",1.99,3.99,198
"2018-05-07","Art & Crafts","Etch A Sketch",10.99,20.99,39
"2018-05-07","Art & Crafts","Kids Makeup Kit",13.99,19.99,12
"2018-05-07","Art & Crafts","Magic Sand",13.99,15.99,99
"2018-05-07","Art & Crafts","PlayDoh Can",1.99,2.99,114
"2018-05-07","Art & Crafts","PlayDoh Playset",20.99,24.99,9
"2018-05-07","Art & Crafts","PlayDoh Toolkit",3.99,4.99,24
"2018-05-07","Electronics","Colorbuds",6.99,14.99,38
"2018-05-07","Electronics","Gamer Headphones",14.99,20.99,108
"2018-05-07","Electronics","Toy Robot",20.99,25.99,8
"2018-05-07","Games","Deck Of Cards",3.99,6.99,151
"2018-05-07","Games","Glass Marbles",5.99,10.99,40
"2018-05-07","Games","Jenga",2.99,9.99,15
"2018-05-07","Games","Rubik's Cube",17.99,19.99,30
"2018-05-07","Sports & Outdoors","Dart Gun",11.99,15.99,91
"2018-05-07","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,55
"2018-05-07","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,23
"2018-05-07","Sports & Outdoors","Nerf Gun",14.99,19.99,123
"2018-05-07","Sports & Outdoors","Splash Balls",7.99,8.99,69
"2018-05-07","Toys","Action Figure",9.99,15.99,41
"2018-05-07","Toys","Animal Figures",9.99,12.99,35
"2018-05-07","Toys","Dino Egg",9.99,10.99,65
"2018-05-07","Toys","Dinosaur Figures",10.99,14.99,63
"2018-05-07","Toys","Hot Wheels 5-Pack",3.99,5.99,11
"2018-05-07","Toys","Lego Bricks",34.99,39.99,64
"2018-05-07","Toys","Mr. Potatohead",4.99,9.99,6
"2018-05-07","Toys","Plush Pony",8.99,19.99,21
"2018-05-08","Art & Crafts","Barrel O' Slime",1.99,3.99,137
"2018-05-08","Art & Crafts","Etch A Sketch",10.99,20.99,7
"2018-05-08","Art & Crafts","Kids Makeup Kit",13.99,19.99,25
"2018-05-08","Art & Crafts","Magic Sand",13.99,15.99,96
"2018-05-08","Art & Crafts","PlayDoh Can",1.99,2.99,175
"2018-05-08","Art & Crafts","PlayDoh Playset",20.99,24.99,2
"2018-05-08","Art & Crafts","PlayDoh Toolkit",3.99,4.99,50
"2018-05-08","Electronics","Colorbuds",6.99,14.99,55
"2018-05-08","Electronics","Gamer Headphones",14.99,20.99,28
"2018-05-08","Games","Classic Dominoes",7.99,9.99,10
"2018-05-08","Games","Deck Of Cards",3.99,6.99,38
"2018-05-08","Games","Glass Marbles",5.99,10.99,1
"2018-05-08","Games","Jenga",2.99,9.99,10
"2018-05-08","Games","Monopoly",13.99,19.99,10
"2018-05-08","Games","Rubik's Cube",17.99,19.99,85
"2018-05-08","Sports & Outdoors","Dart Gun",11.99,15.99,18
"2018-05-08","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,18
"2018-05-08","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,47
"2018-05-08","Sports & Outdoors","Nerf Gun",14.99,19.99,99
"2018-05-08","Sports & Outdoors","Splash Balls",7.99,8.99,43
"2018-05-08","Toys","Action Figure",9.99,15.99,43
"2018-05-08","Toys","Animal Figures",9.99,12.99,28
"2018-05-08","Toys","Dino Egg",9.99,10.99,68
"2018-05-08","Toys","Dinosaur Figures",10.99,14.99,9
"2018-05-08","Toys","Hot Wheels 5-Pack",3.99,5.99,7
"2018-05-08","Toys","Lego Bricks",34.99,39.99,48
"2018-05-08","Toys","Mr. Potatohead",4.99,9.99,18
"2018-05-08","Toys","Plush Pony",8.99,19.99,27
"2018-05-09","Art & Crafts","Barrel O' Slime",1.99,3.99,197
"2018-05-09","Art & Crafts","Etch A Sketch",10.99,20.99,53
"2018-05-09","Art & Crafts","Kids Makeup Kit",13.99,19.99,10
"2018-05-09","Art & Crafts","Magic Sand",13.99,15.99,230
"2018-05-09","Art & Crafts","PlayDoh Can",1.99,2.99,189
"2018-05-09","Art & Crafts","PlayDoh Toolkit",3.99,4.99,36
"2018-05-09","Electronics","Colorbuds",6.99,14.99,25
"2018-05-09","Electronics","Gamer Headphones",14.99,20.99,31
"2018-05-09","Electronics","Toy Robot",20.99,25.99,23
"2018-05-09","Games","Classic Dominoes",7.99,9.99,31
"2018-05-09","Games","Deck Of Cards",3.99,6.99,87
"2018-05-09","Games","Glass Marbles",5.99,10.99,58
"2018-05-09","Games","Jenga",2.99,9.99,12
"2018-05-09","Games","Rubik's Cube",17.99,19.99,16
"2018-05-09","Sports & Outdoors","Dart Gun",11.99,15.99,11
"2018-05-09","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,64
"2018-05-09","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,24
"2018-05-09","Sports & Outdoors","Nerf Gun",14.99,19.99,71
"2018-05-09","Sports & Outdoors","Splash Balls",7.99,8.99,25
"2018-05-09","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,26
"2018-05-09","Toys","Action Figure",9.99,15.99,76
"2018-05-09","Toys","Animal Figures",9.99,12.99,72
"2018-05-09","Toys","Dino Egg",9.99,10.99,83
"2018-05-09","Toys","Dinosaur Figures",10.99,14.99,19
"2018-05-09","Toys","Hot Wheels 5-Pack",3.99,5.99,43
"2018-05-09","Toys","Lego Bricks",34.99,39.99,28
"2018-05-09","Toys","Plush Pony",8.99,19.99,3
"2018-05-09","Toys","Teddy Bear",10.99,12.99,3
"2018-05-10","Art & Crafts","Barrel O' Slime",1.99,3.99,239
"2018-05-10","Art & Crafts","Etch A Sketch",10.99,20.99,9
"2018-05-10","Art & Crafts","Kids Makeup Kit",13.99,19.99,69
"2018-05-10","Art & Crafts","Magic Sand",13.99,15.99,149
"2018-05-10","Art & Crafts","PlayDoh Can",1.99,2.99,153
"2018-05-10","Art & Crafts","PlayDoh Playset",20.99,24.99,18
"2018-05-10","Art & Crafts","PlayDoh Toolkit",3.99,4.99,44
"2018-05-10","Electronics","Colorbuds",6.99,14.99,66
"2018-05-10","Electronics","Gamer Headphones",14.99,20.99,28
"2018-05-10","Electronics","Toy Robot",20.99,25.99,1
"2018-05-10","Games","Chutes & Ladders",9.99,12.99,17
"2018-05-10","Games","Deck Of Cards",3.99,6.99,106
"2018-05-10","Games","Glass Marbles",5.99,10.99,101
"2018-05-10","Games","Jenga",2.99,9.99,38
"2018-05-10","Games","Monopoly",13.99,19.99,16
"2018-05-10","Games","Rubik's Cube",17.99,19.99,61
"2018-05-10","Sports & Outdoors","Dart Gun",11.99,15.99,37
"2018-05-10","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,49
"2018-05-10","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,7
"2018-05-10","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,17
"2018-05-10","Sports & Outdoors","Nerf Gun",14.99,19.99,139
"2018-05-10","Sports & Outdoors","Splash Balls",7.99,8.99,105
"2018-05-10","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,5
"2018-05-10","Toys","Action Figure",9.99,15.99,39
"2018-05-10","Toys","Animal Figures",9.99,12.99,107
"2018-05-10","Toys","Dino Egg",9.99,10.99,166
"2018-05-10","Toys","Dinosaur Figures",10.99,14.99,26
"2018-05-10","Toys","Hot Wheels 5-Pack",3.99,5.99,23
"2018-05-10","Toys","Lego Bricks",34.99,39.99,76
"2018-05-10","Toys","Mr. Potatohead",4.99,9.99,15
"2018-05-10","Toys","Plush Pony",8.99,19.99,10
"2018-05-10","Toys","Teddy Bear",10.99,12.99,59
"2018-05-11","Art & Crafts","Barrel O' Slime",1.99,3.99,162
"2018-05-11","Art & Crafts","Etch A Sketch",10.99,20.99,23
"2018-05-11","Art & Crafts","Kids Makeup Kit",13.99,19.99,46
"2018-05-11","Art & Crafts","Magic Sand",13.99,15.99,188
"2018-05-11","Art & Crafts","PlayDoh Can",1.99,2.99,188
"2018-05-11","Art & Crafts","PlayDoh Playset",20.99,24.99,1
"2018-05-11","Art & Crafts","PlayDoh Toolkit",3.99,4.99,46
"2018-05-11","Electronics","Colorbuds",6.99,14.99,137
"2018-05-11","Electronics","Gamer Headphones",14.99,20.99,65
"2018-05-11","Games","Chutes & Ladders",9.99,12.99,17
"2018-05-11","Games","Deck Of Cards",3.99,6.99,43
"2018-05-11","Games","Glass Marbles",5.99,10.99,51
"2018-05-11","Games","Jenga",2.99,9.99,31
"2018-05-11","Games","Rubik's Cube",17.99,19.99,64
"2018-05-11","Sports & Outdoors","Dart Gun",11.99,15.99,44
"2018-05-11","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,69
"2018-05-11","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,56
"2018-05-11","Sports & Outdoors","Nerf Gun",14.99,19.99,120
"2018-05-11","Sports & Outdoors","Splash Balls",7.99,8.99,208
"2018-05-11","Toys","Action Figure",9.99,15.99,106
"2018-05-11","Toys","Animal Figures",9.99,12.99,99
"2018-05-11","Toys","Dino Egg",9.99,10.99,33
"2018-05-11","Toys","Dinosaur Figures",10.99,14.99,31
"2018-05-11","Toys","Hot Wheels 5-Pack",3.99,5.99,20
"2018-05-11","Toys","Lego Bricks",34.99,39.99,191
"2018-05-11","Toys","Mr. Potatohead",4.99,9.99,34
"2018-05-12","Art & Crafts","Barrel O' Slime",1.99,3.99,263
"2018-05-12","Art & Crafts","Etch A Sketch",10.99,20.99,50
"2018-05-12","Art & Crafts","Kids Makeup Kit",13.99,19.99,118
"2018-05-12","Art & Crafts","Magic Sand",13.99,15.99,168
"2018-05-12","Art & Crafts","PlayDoh Can",1.99,2.99,245
"2018-05-12","Art & Crafts","PlayDoh Playset",20.99,24.99,9
"2018-05-12","Art & Crafts","PlayDoh Toolkit",3.99,4.99,65
"2018-05-12","Electronics","Colorbuds",6.99,14.99,99
"2018-05-12","Electronics","Gamer Headphones",14.99,20.99,26
"2018-05-12","Electronics","Toy Robot",20.99,25.99,33
"2018-05-12","Games","Deck Of Cards",3.99,6.99,145
"2018-05-12","Games","Glass Marbles",5.99,10.99,65
"2018-05-12","Games","Jenga",2.99,9.99,42
"2018-05-12","Games","Monopoly",13.99,19.99,9
"2018-05-12","Games","Rubik's Cube",17.99,19.99,134
"2018-05-12","Sports & Outdoors","Dart Gun",11.99,15.99,14
"2018-05-12","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,101
"2018-05-12","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,12
"2018-05-12","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,256
"2018-05-12","Sports & Outdoors","Nerf Gun",14.99,19.99,131
"2018-05-12","Sports & Outdoors","Splash Balls",7.99,8.99,180
"2018-05-12","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,12
"2018-05-12","Toys","Action Figure",9.99,15.99,74
"2018-05-12","Toys","Animal Figures",9.99,12.99,66
"2018-05-12","Toys","Dino Egg",9.99,10.99,243
"2018-05-12","Toys","Dinosaur Figures",10.99,14.99,73
"2018-05-12","Toys","Hot Wheels 5-Pack",3.99,5.99,28
"2018-05-12","Toys","Lego Bricks",34.99,39.99,70
"2018-05-12","Toys","Mr. Potatohead",4.99,9.99,33
"2018-05-12","Toys","Plush Pony",8.99,19.99,7
"2018-05-12","Toys","Teddy Bear",10.99,12.99,38
"2018-05-13","Art & Crafts","Barrel O' Slime",1.99,3.99,343
"2018-05-13","Art & Crafts","Etch A Sketch",10.99,20.99,43
"2018-05-13","Art & Crafts","Kids Makeup Kit",13.99,19.99,48
"2018-05-13","Art & Crafts","Magic Sand",13.99,15.99,325
"2018-05-13","Art & Crafts","PlayDoh Can",1.99,2.99,259
"2018-05-13","Art & Crafts","PlayDoh Playset",20.99,24.99,16
"2018-05-13","Art & Crafts","PlayDoh Toolkit",3.99,4.99,47
"2018-05-13","Electronics","Colorbuds",6.99,14.99,49
"2018-05-13","Electronics","Gamer Headphones",14.99,20.99,13
"2018-05-13","Electronics","Toy Robot",20.99,25.99,51
"2018-05-13","Games","Classic Dominoes",7.99,9.99,3
"2018-05-13","Games","Deck Of Cards",3.99,6.99,137
"2018-05-13","Games","Glass Marbles",5.99,10.99,53
"2018-05-13","Games","Jenga",2.99,9.99,34
"2018-05-13","Games","Monopoly",13.99,19.99,5
"2018-05-13","Games","Rubik's Cube",17.99,19.99,190
"2018-05-13","Games","Uno Card Game",3.99,7.99,4
"2018-05-13","Sports & Outdoors","Dart Gun",11.99,15.99,48
"2018-05-13","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,63
"2018-05-13","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,85
"2018-05-13","Sports & Outdoors","Nerf Gun",14.99,19.99,44
"2018-05-13","Sports & Outdoors","Splash Balls",7.99,8.99,194
"2018-05-13","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,7
"2018-05-13","Toys","Action Figure",9.99,15.99,78
"2018-05-13","Toys","Animal Figures",9.99,12.99,79
"2018-05-13","Toys","Dino Egg",9.99,10.99,201
"2018-05-13","Toys","Dinosaur Figures",10.99,14.99,163
"2018-05-13","Toys","Hot Wheels 5-Pack",3.99,5.99,32
"2018-05-13","Toys","Lego Bricks",34.99,39.99,208
"2018-05-13","Toys","Mr. Potatohead",4.99,9.99,27
"2018-05-13","Toys","Plush Pony",8.99,19.99,3
"2018-05-13","Toys","Teddy Bear",10.99,12.99,3
"2018-05-14","Art & Crafts","Barrel O' Slime",1.99,3.99,105
"2018-05-14","Art & Crafts","Etch A Sketch",10.99,20.99,46
"2018-05-14","Art & Crafts","Kids Makeup Kit",13.99,19.99,34
"2018-05-14","Art & Crafts","Magic Sand",13.99,15.99,271
"2018-05-14","Art & Crafts","PlayDoh Can",1.99,2.99,204
"2018-05-14","Art & Crafts","PlayDoh Playset",20.99,24.99,8
"2018-05-14","Art & Crafts","PlayDoh Toolkit",3.99,4.99,20
"2018-05-14","Electronics","Colorbuds",6.99,14.99,153
"2018-05-14","Electronics","Gamer Headphones",14.99,20.99,18
"2018-05-14","Electronics","Toy Robot",20.99,25.99,11
"2018-05-14","Games","Classic Dominoes",7.99,9.99,15
"2018-05-14","Games","Deck Of Cards",3.99,6.99,83
"2018-05-14","Games","Glass Marbles",5.99,10.99,98
"2018-05-14","Games","Jenga",2.99,9.99,58
"2018-05-14","Games","Monopoly",13.99,19.99,10
"2018-05-14","Games","Rubik's Cube",17.99,19.99,112
"2018-05-14","Sports & Outdoors","Dart Gun",11.99,15.99,30
"2018-05-14","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,23
"2018-05-14","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,49
"2018-05-14","Sports & Outdoors","Nerf Gun",14.99,19.99,70
"2018-05-14","Sports & Outdoors","Splash Balls",7.99,8.99,92
"2018-05-14","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,11
"2018-05-14","Toys","Action Figure",9.99,15.99,159
"2018-05-14","Toys","Animal Figures",9.99,12.99,35
"2018-05-14","Toys","Dino Egg",9.99,10.99,176
"2018-05-14","Toys","Dinosaur Figures",10.99,14.99,79
"2018-05-14","Toys","Hot Wheels 5-Pack",3.99,5.99,15
"2018-05-14","Toys","Lego Bricks",34.99,39.99,24
"2018-05-14","Toys","Mr. Potatohead",4.99,9.99,22
"2018-05-14","Toys","Plush Pony",8.99,19.99,23
"2018-05-15","Art & Crafts","Barrel O' Slime",1.99,3.99,183
"2018-05-15","Art & Crafts","Etch A Sketch",10.99,20.99,36
"2018-05-15","Art & Crafts","Kids Makeup Kit",13.99,19.99,46
"2018-05-15","Art & Crafts","Magic Sand",13.99,15.99,305
"2018-05-15","Art & Crafts","PlayDoh Can",1.99,2.99,261
"2018-05-15","Art & Crafts","PlayDoh Playset",20.99,24.99,14
"2018-05-15","Art & Crafts","PlayDoh Toolkit",3.99,4.99,19
"2018-05-15","Electronics","Colorbuds",6.99,14.99,77
"2018-05-15","Electronics","Gamer Headphones",14.99,20.99,37
"2018-05-15","Electronics","Toy Robot",20.99,25.99,32
"2018-05-15","Games","Chutes & Ladders",9.99,12.99,18
"2018-05-15","Games","Deck Of Cards",3.99,6.99,126
"2018-05-15","Games","Glass Marbles",5.99,10.99,80
"2018-05-15","Games","Jenga",2.99,9.99,5
"2018-05-15","Games","Rubik's Cube",17.99,19.99,43
"2018-05-15","Games","Uno Card Game",3.99,7.99,12
"2018-05-15","Sports & Outdoors","Dart Gun",11.99,15.99,41
"2018-05-15","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,53
"2018-05-15","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,5
"2018-05-15","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,33
"2018-05-15","Sports & Outdoors","Nerf Gun",14.99,19.99,110
"2018-05-15","Sports & Outdoors","Splash Balls",7.99,8.99,88
"2018-05-15","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,23
"2018-05-15","Toys","Action Figure",9.99,15.99,45
"2018-05-15","Toys","Animal Figures",9.99,12.99,94
"2018-05-15","Toys","Dino Egg",9.99,10.99,48
"2018-05-15","Toys","Dinosaur Figures",10.99,14.99,20
"2018-05-15","Toys","Hot Wheels 5-Pack",3.99,5.99,43
"2018-05-15","Toys","Lego Bricks",34.99,39.99,53
"2018-05-15","Toys","Mr. Potatohead",4.99,9.99,6
"2018-05-15","Toys","Plush Pony",8.99,19.99,11
"2018-05-15","Toys","Teddy Bear",10.99,12.99,10
"2018-05-16","Art & Crafts","Barrel O' Slime",1.99,3.99,63
"2018-05-16","Art & Crafts","Etch A Sketch",10.99,20.99,17
"2018-05-16","Art & Crafts","Kids Makeup Kit",13.99,19.99,32
"2018-05-16","Art & Crafts","Magic Sand",13.99,15.99,215
"2018-05-16","Art & Crafts","PlayDoh Can",1.99,2.99,208
"2018-05-16","Art & Crafts","PlayDoh Toolkit",3.99,4.99,44
"2018-05-16","Electronics","Colorbuds",6.99,14.99,32
"2018-05-16","Electronics","Gamer Headphones",14.99,20.99,32
"2018-05-16","Electronics","Toy Robot",20.99,25.99,12
"2018-05-16","Games","Classic Dominoes",7.99,9.99,24
"2018-05-16","Games","Deck Of Cards",3.99,6.99,60
"2018-05-16","Games","Glass Marbles",5.99,10.99,46
"2018-05-16","Games","Jenga",2.99,9.99,13
"2018-05-16","Games","Monopoly",13.99,19.99,4
"2018-05-16","Games","Rubik's Cube",17.99,19.99,37
"2018-05-16","Games","Uno Card Game",3.99,7.99,18
"2018-05-16","Sports & Outdoors","Dart Gun",11.99,15.99,50
"2018-05-16","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,50
"2018-05-16","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,16
"2018-05-16","Sports & Outdoors","Nerf Gun",14.99,19.99,40
"2018-05-16","Sports & Outdoors","Splash Balls",7.99,8.99,69
"2018-05-16","Toys","Action Figure",9.99,15.99,38
"2018-05-16","Toys","Animal Figures",9.99,12.99,22
"2018-05-16","Toys","Dino Egg",9.99,10.99,93
"2018-05-16","Toys","Dinosaur Figures",10.99,14.99,11
"2018-05-16","Toys","Hot Wheels 5-Pack",3.99,5.99,43
"2018-05-16","Toys","Lego Bricks",34.99,39.99,83
"2018-05-16","Toys","Mr. Potatohead",4.99,9.99,2
"2018-05-16","Toys","Plush Pony",8.99,19.99,12
"2018-05-16","Toys","Teddy Bear",10.99,12.99,16
"2018-05-17","Art & Crafts","Barrel O' Slime",1.99,3.99,27
"2018-05-17","Art & Crafts","Etch A Sketch",10.99,20.99,24
"2018-05-17","Art & Crafts","Magic Sand",13.99,15.99,345
"2018-05-17","Art & Crafts","PlayDoh Can",1.99,2.99,172
"2018-05-17","Art & Crafts","PlayDoh Playset",20.99,24.99,18
"2018-05-17","Electronics","Colorbuds",6.99,14.99,117
"2018-05-17","Electronics","Gamer Headphones",14.99,20.99,79
"2018-05-17","Games","Chutes & Ladders",9.99,12.99,22
"2018-05-17","Games","Deck Of Cards",3.99,6.99,88
"2018-05-17","Games","Glass Marbles",5.99,10.99,30
"2018-05-17","Games","Monopoly",13.99,19.99,50
"2018-05-17","Games","Rubik's Cube",17.99,19.99,70
"2018-05-17","Games","Uno Card Game",3.99,7.99,12
"2018-05-17","Sports & Outdoors","Dart Gun",11.99,15.99,3
"2018-05-17","Sports & Outdoors","Foam Disk Launcher",8.99,11.99,84
"2018-05-17","Sports & Outdoors","Nerf Gun",14.99,19.99,38
"2018-05-17","Sports & Outdoors","Splash Balls",7.99,8.99,13
"2018-05-17","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,21
"2018-05-17","Toys","Action Figure",9.99,15.99,65
"2018-05-17","Toys","Animal Figures",9.99,12.99,45
"2018-05-17","Toys","Dino Egg",9.99,10.99,117
"2018-05-17","Toys","Dinosaur Figures",10.99,14.99,32
"2018-05-17","Toys","Hot Wheels 5-Pack",3.99,5.99,75
"2018-05-17","Toys","Lego Bricks",34.99,39.99,98
"2018-05-17","Toys","Mr. Potatohead",4.99,9.99,27
"2018-05-17","Toys","Plush Pony",8.99,19.99,21
"2018-05-17","Toys","Teddy Bear",10.99,12.99,4
"2018-05-18","Art & Crafts","Barrel O' Slime",1.99,3.99,124
"2018-05-18","Art & Crafts","Etch A Sketch",10.99,20.99,7
"2018-05-18","Art & Crafts","Kids Makeup Kit",13.99,19.99,69
"2018-05-18","Art & Crafts","Magic Sand",13.99,15.99,179
